id,purchase_id,product_id,quantity,price,created_at,updated_at
1758,515,660,3,127051,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1759,515,580,1,318557,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1760,516,1385,4,126782,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1761,517,46,8,196516,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1762,517,1094,0,489418,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1763,517,190,23,70574,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1764,517,1427,16,76108,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1765,517,578,21,314726,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1766,518,1039,3,473762,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1767,518,1418,3,495964,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1768,518,1470,8,307506,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1769,519,265,1,248915,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1770,519,26,17,102339,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1771,519,163,19,192988,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1772,520,884,8,138248,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1773,520,658,11,107254,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1774,521,541,22,452320,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1775,521,1441,4,227135,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1776,521,1222,6,72097,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1777,521,67,2,217913,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1778,522,576,2,62608,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1779,522,165,6,329860,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1780,522,1360,10,22891,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1781,522,1188,24,402985,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1782,522,869,21,428990,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1783,522,1154,7,323221,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1784,523,639,5,452730,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1785,524,82,6,261645,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1786,524,1385,12,126782,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1787,524,1450,16,29205,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1788,524,1225,11,494871,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1789,524,814,3,97046,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1790,525,98,22,389558,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1791,526,554,5,415262,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1792,526,731,8,43988,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1793,526,1093,22,411964,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1794,526,518,2,491013,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1795,526,1244,6,181281,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1796,526,967,8,119347,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1797,527,98,7,389558,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1798,527,727,22,260381,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1799,527,1007,22,12785,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1800,528,821,5,38337,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1801,528,328,20,99071,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1802,528,766,20,64582,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1803,528,626,16,121549,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1804,529,1182,21,335208,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1805,529,500,21,10667,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1806,529,1123,16,87619,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1807,529,216,17,474465,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1808,530,587,11,331554,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1809,530,1255,23,326343,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1810,530,1117,7,154254,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1811,531,1417,24,434673,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1812,531,34,21,80911,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1813,531,304,20,414139,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1814,531,587,15,331554,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1815,532,1127,17,327368,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1816,532,1281,24,83491,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1817,532,398,12,313147,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1818,532,718,0,488388,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1819,532,650,23,88477,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1820,533,296,3,345272,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1821,533,594,12,170981,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1822,533,751,18,48515,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1823,533,614,12,172055,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1824,533,905,16,64657,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1825,533,673,10,71401,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1826,534,787,12,383154,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1827,534,1123,18,87619,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1828,534,864,21,346595,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1829,535,1169,23,480424,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1830,536,1205,0,185461,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1831,537,1204,23,489501,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1832,538,1340,11,430905,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1833,538,1278,15,208367,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1834,538,164,20,95861,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1835,538,154,18,348130,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1836,539,1346,21,198083,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1837,540,1392,17,421701,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1838,541,1123,22,87619,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1839,541,1136,3,139480,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1840,541,742,8,115927,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1841,541,1445,2,415474,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1842,541,949,6,238011,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1843,541,553,18,244513,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1844,542,678,19,198518,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1845,542,1241,21,137802,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1846,542,1264,10,291659,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1847,543,850,8,324038,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1848,543,1129,16,189109,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1849,543,1303,17,8534,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1850,543,1490,19,289440,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1851,543,513,18,117656,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1852,543,351,7,129444,2022-10-21 01:46:41 UTC,2022-10-21 01:46:41 UTC
1853,544,855,16,113632,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1854,544,1237,18,151217,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1855,544,1071,19,149974,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1856,544,542,11,489950,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1857,544,1236,20,157410,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1858,545,813,16,472717,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1859,545,504,1,105253,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1860,545,1298,4,426235,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1861,545,1303,19,8534,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1862,545,229,15,368993,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1863,545,169,8,299282,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1864,546,1288,6,52734,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1865,546,969,4,180157,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1866,547,524,22,1769,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1867,547,396,5,433086,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1868,547,521,10,403652,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1869,547,491,8,401996,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1870,547,1404,11,486059,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1871,547,71,14,373316,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1872,548,387,22,187267,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1873,548,1055,5,341393,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1874,548,884,10,138248,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1875,548,437,20,228970,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1876,548,1014,2,151491,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1877,548,398,9,313147,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1878,549,664,9,396576,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1879,549,1300,2,372072,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1880,549,20,7,287616,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1881,549,620,19,480407,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1882,549,721,24,264937,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1883,549,271,12,158199,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1884,550,1119,2,463756,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1885,551,628,14,16588,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1886,551,944,5,51133,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1887,551,746,0,371703,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1888,551,1302,4,56592,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1889,551,863,15,11271,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1890,551,1401,15,350239,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1891,552,1039,20,473762,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1892,552,1231,21,100904,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1893,553,986,7,138360,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1894,553,1271,4,166923,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1895,554,1407,6,208087,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1896,554,1362,11,85977,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1897,554,264,4,133158,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1898,555,358,22,495884,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1899,555,55,9,395495,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1900,556,1357,20,133070,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1901,556,221,0,126318,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1902,557,129,1,148541,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1903,557,757,18,206594,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1904,557,706,10,487730,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1905,558,991,13,91734,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1906,558,899,24,306505,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1907,558,770,19,232515,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1908,558,660,6,127051,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1909,559,585,24,118215,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1910,559,975,8,394584,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1911,559,338,10,430523,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1912,559,763,23,64612,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1913,560,399,8,201223,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1914,561,440,24,174017,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1915,561,710,3,473905,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1916,562,485,0,51674,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1917,562,351,6,129444,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1918,562,491,4,401996,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1919,563,355,1,421541,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1920,563,975,0,394584,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1921,564,565,2,467073,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1922,564,780,10,465095,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1923,564,169,2,299282,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1924,564,566,14,201181,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1925,564,428,12,385389,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1926,564,533,13,66797,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1927,565,99,4,284408,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1928,565,1354,4,69198,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1929,565,271,13,158199,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1930,565,1248,4,285670,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1931,565,1081,5,87493,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1932,566,803,3,108721,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1933,566,757,18,206594,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1934,566,676,21,281197,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1935,567,625,16,14668,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1936,567,226,2,147864,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1937,567,1359,22,137811,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1938,567,507,0,229828,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1939,567,1467,18,280969,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1940,567,99,8,284408,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1941,568,144,16,362911,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1942,568,1369,19,284957,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1943,568,1253,24,487406,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1944,569,1214,22,210893,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1945,570,226,15,147864,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1946,570,990,10,229434,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1947,570,490,23,161271,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1948,570,767,19,117612,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1949,571,73,12,275149,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1950,571,705,16,432808,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1951,571,279,21,290062,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1952,571,892,14,275731,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1953,571,1215,4,58776,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1954,572,1202,10,257134,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1955,573,961,2,206254,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1956,573,739,17,110804,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1957,573,760,2,17452,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1958,573,751,15,48515,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1959,573,18,9,208659,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1960,573,716,18,18430,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1961,574,1411,16,185634,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1962,574,496,20,319218,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1963,574,30,16,474569,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1964,574,693,1,401199,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1965,574,627,22,310725,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1966,574,136,15,297943,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1967,575,904,9,244461,2022-10-21 01:46:42 UTC,2022-10-21 01:46:42 UTC
1968,575,1222,17,72097,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
1969,575,447,19,499483,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
1970,575,140,23,123905,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
1971,575,385,1,418169,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
1972,575,411,17,367582,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
1973,576,468,11,141380,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
1974,576,1385,8,126782,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
1975,576,856,8,477926,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
1976,576,107,8,231487,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
1977,576,939,5,475478,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
1978,576,804,2,152193,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
1979,577,719,14,130536,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
1980,578,1036,21,23458,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
1981,578,1421,17,487463,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
1982,578,414,24,62676,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
1983,578,28,11,328868,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
1984,578,1001,12,50154,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
1985,579,1465,11,138803,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
1986,580,123,11,444809,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
1987,580,369,11,151879,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
1988,580,1270,18,462442,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
1989,580,1154,24,323221,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
1990,581,266,14,287767,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
1991,582,156,22,348203,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
1992,582,776,19,418982,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
1993,582,940,13,334266,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
1994,582,66,12,131284,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
1995,582,581,2,28815,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
1996,583,938,24,329482,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
1997,583,1245,8,349433,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
1998,583,843,16,478804,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
1999,584,1453,4,450838,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2000,584,68,7,186017,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2001,585,493,12,240778,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2002,585,941,2,411223,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2003,585,1194,5,108139,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2004,586,1452,6,424448,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2005,586,1408,0,449218,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2006,586,820,17,247205,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2007,587,128,8,311467,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2008,587,636,17,105,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2009,588,930,20,349065,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2010,588,149,14,7552,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2011,588,323,7,11117,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2012,588,1276,24,264947,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2013,588,709,21,121239,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2014,588,502,21,249209,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2015,589,1232,13,121967,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2016,589,848,16,269328,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2017,589,1446,24,59378,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2018,589,561,8,135124,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2019,589,888,17,58304,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2020,589,646,0,490598,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2021,590,876,0,9051,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2022,590,600,23,247539,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2023,591,779,23,330529,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2024,592,246,13,24199,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2025,592,1075,13,259104,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2026,592,1410,24,453780,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2027,593,1303,8,8534,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2028,593,775,7,423445,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2029,594,1212,0,292617,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2030,595,1005,19,220681,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2031,595,725,23,134237,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2032,595,1085,3,239991,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2033,595,20,6,287616,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2034,595,262,14,479802,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2035,595,1465,11,138803,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2036,596,1241,18,137802,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2037,597,1416,5,345331,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2038,597,1472,7,77081,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2039,598,1106,7,346856,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2040,598,585,18,118215,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2041,598,1345,9,470870,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2042,598,843,12,478804,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2043,599,700,10,280886,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2044,599,1225,1,494871,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2045,599,1473,8,275882,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2046,599,276,20,227784,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2047,599,752,16,275187,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2048,600,60,24,315118,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2049,600,37,20,150143,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2050,600,873,22,42420,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2051,600,580,13,318557,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2052,601,772,2,30373,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2053,602,1395,17,86984,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2054,602,1304,16,217395,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2055,603,520,16,168561,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2056,603,93,15,284083,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2057,603,1104,15,385473,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
2058,603,640,13,222215,2022-10-21 01:46:43 UTC,2022-10-21 01:46:43 UTC
